,Open,High,Low,Close,Adj Close,Volume,Percent_Day_Change,date_UTC
2021-10-28 09:30:00-04:00,455.8999938964844,457.125,455.68011474609375,457.05999755859375,457.05999755859375,9880982,0.2544425702213804,2021-10-28 05:00
2021-10-28 10:30:00-04:00,457.07000732421875,457.97601318359375,457.0,457.5199890136719,457.5199890136719,5874814,0.09844918332913011,2021-10-28 06:00
2021-10-28 11:30:00-04:00,457.5299987792969,457.95001220703125,456.8599853515625,457.29998779296875,457.29998779296875,4100046,-0.05027232901488876,2021-10-28 07:00
2021-10-28 12:30:00-04:00,457.30499267578125,457.42999267578125,456.5,457.04998779296875,457.04998779296875,3684041,-0.055762540732484656,2021-10-28 08:00
2021-10-28 13:30:00-04:00,457.05999755859375,457.8699951171875,457.052490234375,457.7799987792969,457.7799987792969,7065893,0.15752881996873302,2021-10-28 09:00
2021-10-28 14:30:00-04:00,457.7799987792969,457.9100036621094,457.0928955078125,457.239990234375,457.239990234375,4430106,-0.11796245933894944,2021-10-28 10:00
2021-10-28 15:30:00-04:00,457.2300109863281,458.3999938964844,457.1000061035156,458.260009765625,458.260009765625,9957417,0.22526928559982728,2021-10-28 11:00
2021-10-29 09:30:00-04:00,455.8699951171875,457.6400146484375,455.55999755859375,456.739990234375,456.739990234375,12038991,0.19084281187751184,2021-10-29 05:00
2021-10-29 10:30:00-04:00,456.7699890136719,458.2099914550781,456.4800109863281,458.05999755859375,458.05999755859375,7632336,0.2824197245767879,2021-10-29 06:00
2021-10-29 11:30:00-04:00,458.04998779296875,459.1650085449219,457.7900085449219,459.1400146484375,459.1400146484375,7816773,0.23797115697368199,2021-10-29 07:00
2021-10-29 12:30:00-04:00,459.1400146484375,459.1499938964844,458.6499938964844,458.8500061035156,458.8500061035156,4431218,-0.06316342197791869,2021-10-29 08:00
2021-10-29 13:30:00-04:00,458.8599853515625,458.8900146484375,457.82000732421875,457.8299865722656,457.8299865722656,4966186,-0.22446907818900463,2021-10-29 09:00
2021-10-29 14:30:00-04:00,457.8299865722656,458.3599853515625,457.5799865722656,457.9049987792969,457.9049987792969,8509170,0.016384293128735017,2021-10-29 10:00
2021-10-29 15:30:00-04:00,457.8999938964844,459.55999755859375,457.7900085449219,459.2200012207031,459.2200012207031,15568733,0.2882741519575571,2021-10-29 11:00
2021-11-01 09:30:00-04:00,460.17999267578125,460.70208740234375,458.2099914550781,459.0400085449219,459.0400085449219,13992445,-0.24772570494226986,2021-11-01 05:00
2021-11-01 10:30:00-04:00,459.0299987792969,459.44000244140625,458.260009765625,459.2300109863281,459.2300109863281,5841979,0.043572796454083296,2021-11-01 06:00
2021-11-01 11:30:00-04:00,459.2300109863281,459.7300109863281,459.010009765625,459.67498779296875,459.67498779296875,3451053,0.09689628203628509,2021-11-01 07:00
2021-11-01 12:30:00-04:00,459.67999267578125,460.0199890136719,459.1000061035156,459.25,459.25,3957074,-0.09354174265411297,2021-11-01 08:00
2021-11-01 13:30:00-04:00,459.260009765625,459.3900146484375,458.2200012207031,458.6300048828125,458.6300048828125,3724726,-0.13717825837569197,2021-11-01 09:00
2021-11-01 14:30:00-04:00,458.6099853515625,459.5400085449219,458.6099853515625,459.3900146484375,459.3900146484375,3669787,0.1700855458428352,2021-11-01 10:00
2021-11-01 15:30:00-04:00,459.3699951171875,460.2300109863281,459.3699951171875,460.0799865722656,460.0799865722656,8267663,0.15455764691314489,2021-11-01 11:00
