,Date,Open,High,Low,Close,Adj Close,Volume,Percent_Day_Change
0,2019-11-07,308.570007,309.649994,307.660004,308.179993,298.13372799999996,54272300,-0.1263940082160797
1,2019-11-08,307.799988,309.0,307.02999900000003,308.940002,298.868988,49032100,0.3703749332180095
2,2019-11-11,307.420013,308.540009,307.269989,308.350006,298.298218,35797300,0.3025154383816897
3,2019-11-12,308.75,309.98999,308.149994,309.0,298.927032,46484600,0.08097165991902688
4,2019-11-13,307.910004,309.540009,307.660004,309.100006,299.023804,53917700,0.38647721234805754
5,2019-11-14,308.790009,309.640015,308.089996,309.549988,299.459106,51219900,0.24611515199637335
6,2019-11-15,311.019989,311.839996,310.26001,311.790009,301.626099,62023600,0.24757894258686797
7,2019-11-18,311.52999900000003,312.27999900000003,311.02999900000003,312.019989,301.848602,49228000,0.1572850131842385
8,2019-11-19,312.679993,312.690002,311.22000099999997,311.929993,301.761566,67804700,-0.23986184495021767
9,2019-11-20,311.27999900000003,311.850006,309.059998,310.769989,300.639313,79406200,-0.1638428429833083
10,2019-11-21,310.890015,311.01001,309.390015,310.269989,300.15567000000004,54664700,-0.19943580368767533
11,2019-11-22,311.089996,311.23999,309.850006,310.959991,300.823151,44850200,-0.04179015772657335
12,2019-11-25,311.980011,313.369995,311.980011,313.369995,303.154602,48647200,0.44553623661485187
13,2019-11-26,313.410004,314.27999900000003,313.059998,314.079987,303.8414,37569000,0.21377205304524693
14,2019-11-27,314.609985,315.480011,314.369995,315.480011,305.19580099999996,44444600,0.27654112758055405
15,2019-11-29,314.859985,315.130005,314.059998,314.309998,304.063965,36592700,-0.17467669002143582
16,2019-12-02,314.589996,314.660004,311.170013,311.640015,301.480957,75767800,-0.9377224442953969
17,2019-12-03,308.649994,309.640015,307.130005,309.549988,299.459106,73941700,0.2915904803160174
18,2019-12-04,310.700012,312.119995,310.320007,311.459991,301.306824,49080000,0.24460217915922566
19,2019-12-05,312.230011,312.25,310.579987,312.019989,301.848602,40709000,-0.0672651547259484
20,2019-12-06,314.119995,315.309998,314.109985,314.869995,304.605652,48927000,0.2387622602630035
21,2019-12-09,314.440002,315.179993,313.799988,313.880005,303.64794900000004,34838500,-0.17809343481686168
22,2019-12-10,313.820007,314.549988,312.809998,313.52999900000003,303.309387,52649800,-0.09241220876015088
23,2019-12-11,314.02999900000003,314.700012,313.440002,314.420013,304.17037999999997,53429100,0.12419641475078791
24,2019-12-12,314.429993,317.98999,314.170013,317.130005,306.79205299999995,96389600,0.858700524793754
25,2019-12-13,316.869995,318.670013,316.019989,317.320007,306.9758,81503900,0.1420178644557346
26,2019-12-16,319.22000099999997,320.149994,317.25,319.5,309.084778,82749700,0.0877134888549902
27,2019-12-17,319.920013,320.25,319.480011,319.570007,309.152496,61097700,-0.10940422161085372
28,2019-12-18,320.0,320.25,319.52999900000003,319.589996,309.17181400000004,48133000,-0.12812625000000466
29,2019-12-19,319.799988,320.980011,319.519989,320.899994,310.439117,85310500,0.3439668671907592
30,2019-12-20,320.459991,321.97000099999997,319.390015,320.730011,311.800171,147142100,0.08426012843518738
31,2019-12-23,321.589996,321.649994,321.059998,321.22000099999997,312.27652,52990000,-0.11505177542898704
32,2019-12-24,321.47000099999997,321.519989,320.899994,321.230011,312.286255,20270000,-0.07465393326078207
33,2019-12-26,321.649994,322.950012,321.640015,322.940002,313.948639,30911200,0.4010595442448528
34,2019-12-27,323.73999,323.799988,322.27999900000003,322.859985,313.870819,42528800,-0.27182462073962466
35,2019-12-30,322.950012,323.100006,320.549988,321.079987,312.140381,49729100,-0.579044722252553
36,2019-12-31,320.52999900000003,322.130005,320.149994,321.859985,312.898651,57077300,0.41493339286471365
37,2020-01-02,323.540009,324.890015,322.52999900000003,324.869995,315.82489,59151200,0.41107311708086236
38,2020-01-03,321.160004,323.640015,321.100006,322.410004,313.43335,77709700,0.3892140940439104
39,2020-01-06,320.48999,323.730011,320.359985,323.640015,314.629089,55653900,0.9828778115659853
40,2020-01-07,323.019989,323.540009,322.23999,322.730011,313.744507,40496400,-0.08977091507486046
41,2020-01-08,322.940002,325.77999900000003,322.670013,324.450012,315.41662599999995,68296000,0.46758221051848015
42,2020-01-09,326.160004,326.730011,325.519989,326.649994,317.555328,48473300,0.15022994664912748
43,2020-01-10,327.290009,327.459991,325.200012,325.709991,316.641449,53029300,-0.48275778561880367
44,2020-01-13,326.390015,327.959991,325.920013,327.950012,318.819122,47086800,0.47795487861355124
45,2020-01-14,327.47000099999997,328.619995,326.839996,327.450012,318.33306899999997,62832800,-0.006104070583234922
46,2020-01-15,327.350006,329.019989,327.26001,328.190002,319.05246,72056600,0.25660485248317766
47,2020-01-16,329.700012,330.920013,329.450012,330.920013,321.706421,54050300,0.3700336535019444
48,2020-01-17,331.700012,332.179993,330.850006,331.950012,322.707764,95846000,0.0753693068904715
49,2020-01-21,330.899994,332.179993,330.820007,331.299988,322.075806,77742400,0.120880630780551
50,2020-01-22,332.23999,332.950012,331.170013,331.339996,322.114716,48914900,-0.2708867165569062
51,2020-01-23,330.630005,332.170013,329.410004,331.72000099999997,322.484161,51963000,0.32967243853139205
52,2020-01-24,332.440002,332.52999900000003,327.359985,328.769989,319.616302,87578400,-1.1039625129108166
53,2020-01-27,323.02999900000003,325.119995,322.660004,323.5,314.49301099999997,84062500,0.145497632249314
54,2020-01-28,325.059998,327.850006,323.600006,326.890015,317.78860499999996,63834000,0.5629782228694813
55,2020-01-29,328.380005,328.630005,326.399994,326.619995,317.526154,53888900,-0.5359674685430305
56,2020-01-30,324.359985,327.910004,323.540009,327.679993,318.556641,75491800,1.0235565894479937
57,2020-01-31,327.0,327.170013,320.730011,321.730011,312.772308,113845600,-1.611617431192669
58,2020-02-03,323.350006,326.160004,323.22000099999997,324.119995,315.09576400000003,69083000,0.23812864874355189
59,2020-02-04,328.070007,330.01001,327.72000099999997,329.059998,319.898193,62573200,0.3017621174983054
60,2020-02-05,332.269989,333.089996,330.670013,332.859985,323.592438,65951100,0.1775652389719662
61,2020-02-06,333.910004,334.190002,332.799988,333.980011,324.681213,50359700,0.020965828864460967
62,2020-02-07,332.820007,333.98999,331.600006,332.200012,322.950836,64139400,-0.18628537556636404
63,2020-02-10,331.230011,334.75,331.190002,334.679993,325.36175499999996,42070000,1.0415668524673682
64,2020-02-11,336.160004,337.019989,334.679993,335.26001,325.925659,54864500,-0.26772786449633657
65,2020-02-12,336.829987,337.649994,336.429993,337.420013,328.025482,43992700,0.17517027069207103
66,2020-02-13,335.859985,338.119995,335.559998,337.059998,327.675446,54501900,0.3572956153142348
67,2020-02-14,337.51001,337.730011,336.200012,337.600006,328.200439,64582200,0.02666469062651
68,2020-02-18,336.51001,337.670013,335.209991,336.730011,327.354706,57226200,0.06537725281929863
69,2020-02-19,337.790009,339.079987,337.480011,338.339996,328.91983,48814700,0.16281920286160823
70,2020-02-20,337.73999,338.640015,333.679993,336.950012,327.568573,74163400,-0.23390123272045704
71,2020-02-21,335.47000099999997,335.809998,332.579987,333.480011,324.19516,113788200,-0.5931946207017091
72,2020-02-24,323.140015,333.559998,321.23999,322.420013,313.443085,161088400,-0.22281424973010777
73,2020-02-25,323.940002,324.609985,311.690002,312.649994,303.945068,218913200,-3.4852157591824695
74,2020-02-26,314.179993,318.109985,310.700012,311.5,302.82711800000004,194773800,-0.8530119866671515
75,2020-02-27,305.459991,311.559998,297.51001,297.51001,289.226624,284353500,-2.6026259524115525
76,2020-02-28,288.700012,297.890015,285.540009,296.26001,288.011444,384975800,2.6186344599112843
77,2020-03-02,298.209991,309.160004,294.459991,309.089996,300.48422200000005,238703600,3.6484374529222263
78,2020-03-03,309.5,313.839996,297.570007,300.23999,291.880615,300139100,-2.991925686591279
79,2020-03-04,306.119995,313.100006,303.329987,312.859985,304.149231,176613400,2.2017477166102806
80,2020-03-05,304.980011,308.47000099999997,300.01001,302.459991,294.038788,186366800,-0.8262902187383014
81,2020-03-06,293.149994,298.77999900000003,290.230011,297.459991,289.17804,228667200,1.4702360867181241
82,2020-03-09,275.299988,284.190002,273.450012,274.230011,266.594788,309417300,-0.38865857124555925
83,2020-03-10,284.640015,288.519989,273.5,288.420013,280.389709,276444100,1.327992482012763
84,2020-03-11,280.700012,281.940002,270.880005,274.359985,266.721161,255316300,-2.258648638746774
85,2020-03-12,256.0,266.660004,247.67999300000002,248.11000099999998,241.202057,392220700,-3.0820308593750068
86,2020-03-13,263.089996,271.480011,248.520004,269.320007,261.821564,329566100,2.368015163906123
87,2020-03-16,241.17999300000002,256.899994,237.36000099999998,239.850006,233.17202799999998,297240000,-0.5514499703961784
88,2020-03-17,245.039993,256.170013,237.07000699999998,252.80000299999998,245.761475,262070500,3.1668340767541325
89,2020-03-18,236.25,248.36999500000002,228.020004,240.0,233.31784100000002,327597100,1.5873015873015817
90,2020-03-19,239.25,247.38000499999998,232.22000099999997,240.50999500000003,233.81364399999998,289322000,0.5266436781609318
91,2020-03-20,242.52999900000003,244.47000099999997,228.5,228.80000299999998,223.73765600000002,347158800,-5.661153695052812
