,Open,High,Low,Close,Adj Close,Volume,Percent_Day_Change,date_UTC
2021-11-04 09:30:00-04:00,465.3599853515625,466.9949951171875,464.989990234375,466.6600036621094,466.6600036621094,9861088,0.2793575622031197,2021-11-04 14:00
2021-11-04 10:30:00-04:00,466.67999267578125,467.0,465.25,465.3299865722656,465.3299865722656,7274648,-0.28927876161460864,2021-11-04 15:00
2021-11-04 11:30:00-04:00,465.3349914550781,466.489990234375,465.1700134277344,465.95001220703125,465.95001220703125,5452042,0.1321673124193845,2021-11-04 16:00
2021-11-04 12:30:00-04:00,465.9599914550781,466.0899963378906,465.5,466.0799865722656,466.0799865722656,3494109,0.025752236112119853,2021-11-04 17:00
2021-11-04 13:30:00-04:00,466.0799865722656,466.4049987792969,465.6000061035156,466.05999755859375,466.05999755859375,6397705,-0.004288751769598864,2021-11-04 18:00
2021-11-04 14:30:00-04:00,466.05999755859375,466.2799987792969,465.5400085449219,465.9800109863281,465.9800109863281,4923922,-0.017162290839078942,2021-11-04 19:00
2021-11-04 15:30:00-04:00,465.989990234375,466.9100036621094,465.5799865722656,466.8800048828125,466.8800048828125,8914764,0.19099437049920898,2021-11-04 20:00
2021-11-05 09:30:00-04:00,469.17999267578125,470.6499938964844,469.0,469.9700012207031,469.9700012207031,14141159,0.1683806976543023,2021-11-05 14:00
2021-11-05 10:30:00-04:00,469.9700012207031,470.364990234375,469.57000732421875,469.6099853515625,469.6099853515625,5333947,-0.07660401051248211,2021-11-05 15:00
2021-11-05 11:30:00-04:00,469.6000061035156,470.05999755859375,469.239990234375,469.5,469.5,7350672,-0.021296018359417968,2021-11-05 16:00
2021-11-05 12:30:00-04:00,469.489990234375,469.6700134277344,466.9200134277344,466.92999267578125,466.92999267578125,6648527,-0.5452720210958661,2021-11-05 17:00
2021-11-05 13:30:00-04:00,466.92999267578125,468.739990234375,466.9200134277344,468.6400146484375,468.6400146484375,7899098,0.36622662914773674,2021-11-05 18:00
2021-11-05 14:30:00-04:00,468.489990234375,468.80999755859375,467.9800109863281,468.2698974609375,468.2698974609375,4844305,-0.04697918376599386,2021-11-05 19:00
2021-11-05 15:30:00-04:00,468.260009765625,469.1600036621094,468.1650085449219,468.489990234375,468.489990234375,11268430,0.049113839310144236,2021-11-05 20:00
2021-11-08 09:30:00-05:00,469.6099853515625,470.2300109863281,468.86749267578125,469.38128662109375,469.38128662109375,9485737,-0.048699716275735216,2021-11-08 14:00
2021-11-08 10:30:00-05:00,469.3699951171875,469.70001220703125,468.6400146484375,469.2300109863281,469.2300109863281,4826312,-0.02982383456880955,2021-11-08 15:00
2021-11-08 11:30:00-05:00,469.2300109863281,469.3500061035156,468.2030944824219,468.6000061035156,468.6000061035156,3767028,-0.13426355264195555,2021-11-08 16:00
2021-11-08 12:30:00-05:00,468.6050109863281,468.9800109863281,468.2300109863281,468.8500061035156,468.8500061035156,3983739,0.052281796276965053,2021-11-08 17:00
2021-11-08 13:30:00-05:00,468.8399963378906,469.45001220703125,468.6600036621094,468.9549865722656,468.9549865722656,3299029,0.024526541095726273,2021-11-08 18:00
2021-11-08 14:30:00-05:00,468.9599914550781,469.4800109863281,468.9100036621094,469.0899963378906,469.0899963378906,4786041,0.027721956069037823,2021-11-08 19:00
2021-11-08 15:30:00-05:00,469.0799865722656,469.31640625,468.5400085449219,468.9599914550781,468.9599914550781,9900616,-0.02558095007726413,2021-11-08 20:00
2021-11-09 09:30:00-05:00,469.32000732421875,469.57000732421875,466.1499938964844,467.20001220703125,467.20001220703125,15361838,-0.4517163308835781,2021-11-09 14:00
