,Open,High,Low,Close,Adj Close,Volume,Percent_Day_Change,date_UTC
2021-11-09 10:30:00-05:00,467.20001220703125,467.9800109863281,466.30999755859375,466.69000244140625,466.69000244140625,6558876,-0.10916304629696727,2021-11-09 15:00
2021-11-09 11:30:00-05:00,466.67999267578125,467.4949951171875,465.8800048828125,466.4200134277344,466.4200134277344,5655536,-0.0557082480772797,2021-11-09 16:00
2021-11-09 12:30:00-05:00,466.4100036621094,467.19000244140625,466.2799987792969,466.5799865722656,466.5799865722656,4472535,0.0364449537577638,2021-11-09 17:00
2021-11-09 13:30:00-05:00,466.5799865722656,467.05999755859375,465.94000244140625,466.69000244140625,466.69000244140625,5805421,0.023579208775936777,2021-11-09 18:00
2021-11-09 14:30:00-05:00,466.67999267578125,467.19000244140625,466.55999755859375,466.80999755859375,466.80999755859375,4032606,0.027857393685781773,2021-11-09 19:00
2021-11-09 15:30:00-05:00,466.80999755859375,467.4949951171875,466.5299987792969,467.3800048828125,467.3800048828125,6253750,0.12210692298790793,2021-11-09 20:00
2021-11-10 09:30:00-05:00,465.5799865722656,467.3800048828125,465.30999755859375,466.92999267578125,466.92999267578125,9887182,0.28996222828536755,2021-11-10 14:00
2021-11-10 10:30:00-05:00,466.92999267578125,467.29998779296875,466.6499938964844,466.7300109863281,466.7300109863281,5026098,-0.042829052018511504,2021-11-10 15:00
2021-11-10 11:30:00-05:00,466.7200012207031,466.968994140625,466.07000732421875,466.0704040527344,466.0704040527344,4331091,-0.13918348608795705,2021-11-10 16:00
2021-11-10 12:30:00-05:00,466.0799865722656,466.42999267578125,464.5,465.04998779296875,465.04998779296875,8127502,-0.2209918488180307,2021-11-10 17:00
2021-11-10 13:30:00-05:00,465.04998779296875,465.4198913574219,462.7799987792969,462.7850036621094,462.7850036621094,11577951,-0.4870410042603246,2021-11-10 18:00
2021-11-10 14:30:00-05:00,462.79998779296875,464.0799865722656,462.0400085449219,463.82000732421875,463.82000732421875,13990184,0.2204018059970947,2021-11-10 19:00
2021-11-10 15:30:00-05:00,463.8299865722656,464.2900085449219,463.010009765625,463.6400146484375,463.6400146484375,12004330,-0.04095723203064727,2021-11-10 20:00
2021-11-11 09:30:00-05:00,465.2099914550781,465.2900085449219,464.22540283203125,464.260009765625,464.260009765625,8587013,-0.2042049196926743,2021-11-11 14:00
2021-11-11 10:30:00-05:00,464.260009765625,464.82000732421875,463.92999267578125,464.43170166015625,464.43170166015625,5942026,0.036981840115402065,2021-11-11 15:00
2021-11-11 11:30:00-05:00,464.42999267578125,465.0950012207031,463.8399963378906,464.2349853515625,464.2349853515625,3552010,-0.04198852944342635,2021-11-11 16:00
2021-11-11 12:30:00-05:00,464.2300109863281,464.7099914550781,463.9049987792969,464.2799987792969,464.2799987792969,2250929,0.010767893454910471,2021-11-11 17:00
2021-11-11 13:30:00-05:00,464.2699890136719,464.7699890136719,464.1600036621094,464.42999267578125,464.42999267578125,2880931,0.03446349449580666,2021-11-11 18:00
2021-11-11 14:30:00-05:00,464.42999267578125,464.8399963378906,463.8299865722656,464.2900085449219,464.2900085449219,3231262,-0.03014106174600295,2021-11-11 19:00
2021-11-11 15:30:00-05:00,464.2799987792969,464.45001220703125,463.75,463.80999755859375,463.80999755859375,5918338,-0.10123227835333592,2021-11-11 20:00
2021-11-12 09:30:00-05:00,465.1199951171875,465.17999267578125,464.1099853515625,464.5,464.5,7429684,-0.1332978852116029,2021-11-12 14:00
2021-11-12 10:30:00-05:00,464.510009765625,467.07000732421875,464.1499938964844,466.8299865722656,466.8299865722656,7032654,0.4994460308425319,2021-11-12 15:00
2021-11-12 11:30:00-05:00,466.8299865722656,467.3699951171875,466.6099853515625,467.1809997558594,467.1809997558594,5078236,0.07519079615494473,2021-11-12 16:00
2021-11-12 12:30:00-05:00,467.17999267578125,467.17999267578125,466.3800048828125,466.6700134277344,466.6700134277344,3597144,-0.10916119184084527,2021-11-12 17:00
2021-11-12 13:30:00-05:00,466.6700134277344,467.0,466.4700012207031,466.5249938964844,466.5249938964844,3937415,-0.031075390978052564,2021-11-12 18:00
2021-11-12 14:30:00-05:00,466.5299987792969,467.28948974609375,466.2550048828125,467.2699890136719,467.2699890136719,4898959,0.15861578811893207,2021-11-12 19:00
2021-11-12 15:30:00-05:00,467.2749938964844,467.8599853515625,467.010009765625,467.260009765625,467.260009765625,13426604,-0.003206705057001713,2021-11-12 20:00
